SDG	Pub_doi	Pub_title	Pub_concept
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health Information
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health Service
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health-care
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health-care Service
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Human Sexuality
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Female Condom
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Transmitted Disease
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Prenatal Sex Selection
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Immunodeficiency Syndrome
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Agree Development Goal
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Family Planning Programme
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Include Family Planning
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Human Immunodeficiency Virus Infection
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Reproductive Health Programme
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Human Immunodeficiency Virus Prevention
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Family Planning
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Include Poverty Reduction Strategy
SDG03: Good health and well-being	10.18356_14fbf2b0-en	Compendium of recommendations on population and development - Reproductive rights and reproductive health	Health Compendium
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Man Woman Man Woman Man
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Woman Man Woman
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Man Woman Man
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Woman
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Maternal Mortality Ratio
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Skilled Birth Attendant
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cancer
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cancer Death
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Prenatal Care
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Polio Immunization
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Parasitic Disease
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Maternal Death
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Obesity
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Develop Region
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Cervix Uterus
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Sex Differential
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Breast Cancer
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Unsafe Abortion
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Multiple Indicator Cluster Survey
SDG03: Good health and well-being	10.18356_227eb3c5-en	The World 's Women 2010 - Health	Woman Man Figure
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Methamphetamine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Cocaine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Heroin
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	European Monitoring Centre For Drug And Drug Addiction
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Fentanyl
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Cannabis Resin
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Psychoactive Substance
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Amphetamine-type Stimulant
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Coca Bush Cultivation
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Cannabis Herb
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Synthetic Cannabinoid
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Ephedrine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Amphetamine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Opium Poppy
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Pseudoephedrine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Ketamine
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Coca Bush
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Opium Poppy Cultivation
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Illicit Opium Poppy Cultivation
SDG03: Good health and well-being	10.18356_1c11fde8-en	Report of the International Narcotics Control Board for 2015 - Analysis of the world situation	Opium
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	Coronary Heart Disease Mortality
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	CvD Mortality
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	Heart Disease Mortality
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	Kidney Transplant
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	Coronary Heart Disease
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	CarE OECD
SDG03: Good health and well-being	10.1787_9789264233010-5-en	Cardiovascular Disease and Diabetes: Policies for Better Health and Quality of Care - The burden of cardiovascular disease and diabetes	CarDIOvasCular DIsEasE
