SDG	Pub_doi	Pub_title	Pub_concept	SDG_short	Publisher
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Trade Negotiation Process	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Trade Outcome	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Gender-disaggregated Data	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Female Trade	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Trade Policy Review Process	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Woman Trader	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Senior Role	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Informal Cross-border Trade	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Trade Competitiveness Section	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Organisation For Economic Cooperation And Development	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis Data Revolution	climate-action	CW
climate-action	10.14217/5jm0qglb1s9s-en	An Equal Seat at the Table - An Equal Seat at the Table	bis International Trade Centre	climate-action	CW
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis UNODC Elaboration	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Trafficking Flow	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Trafficking Offence	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Lo BA	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Ff IC	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Persons Protocol	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Detect Trafficking Victim	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Sexual Exploitation	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Official Endorsement	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Gulf Cooperation Council	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Trafficking Victim	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Domestic Trafficking	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Close Border	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Cross-border Trafficking	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Gulf Cooperation Council Country	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Domestic Servitude	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Regional Overview	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Gender Profile	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Summary Profile	climate-action	UN
climate-action	10.18356/2d5fe9f4-en	Global Report on Trafficking in Persons 2016 - Regional overviews	bis Child Trafficking	climate-action	UN
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis International Network On Financial Education	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Education Programme	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Literacy	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Education	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Awareness	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Empower Woman	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Programme For International Student Assessment	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Knowledge	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Business Environment And Enterprise Performance Survey	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Rand American Life Panel	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Literacy Survey	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Literacy Measurement Pilot	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis OECD International Network On Financial Education	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Literacy Measurement	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Member Survey	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Gender Difference	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis ANZ Banking Group	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Personal Financial Literacy	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis American Life Panel	climate-action	OECD
climate-action	10.1787/5k9d5v6kh56g-en	Empowering Women Through Financial Awareness and Education - Empowering Women Through Financial Awareness and Education	bis Financial Capability Survey	climate-action	OECD
climate-action	10.1787/5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	bis Pool Mean Group	climate-action	OECD
climate-action	10.1787/5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	bis Female Labour Force Participation	climate-action	OECD
climate-action	10.1787/5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	bis Bayesian Information Criterion	climate-action	OECD
climate-action	10.1787/5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	bis Steady Growth Rate	climate-action	OECD
climate-action	10.1787/5k8xb722w928-en	Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD - Effects of Reducing Gender Gaps in Education and Labour Force Participation on Economic Growth in the OECD	bis Female Labour Force Participation Rate	climate-action	OECD
